Region,Codigo region,Poblacion,fecha,numero
Atacama,03,314709,2022-07-31,812
Coquimbo,04,836096,2022-07-31,2341
Valparaíso,05,1960170,2022-07-31,3250
Metropolitana,13,8125072,2022-07-31,11700
O’Higgins,06,991063,2022-07-31,1183
Maule,07,1131939,2022-07-31,3078
Ñuble,16,511551,2022-07-31,1057
Biobío,08,1663696,2022-07-31,3384
Araucanía,09,1014343,2022-07-31,2653
Los Ríos,14,405835,2022-07-31,1028
Los Lagos,10,891440,2022-07-31,1849
Aysén,11,107297,2022-07-31,290
Magallanes,12,178362,2022-07-31,476
Arica y Parinacota,15,252110,2022-08-01,440
Tarapacá,01,382773,2022-08-01,1119
Antofagasta,02,691854,2022-08-01,1582
Atacama,03,314709,2022-08-01,1009
Coquimbo,04,836096,2022-08-01,1796
Valparaíso,05,1960170,2022-08-01,2435
Metropolitana,13,8125072,2022-08-01,12350
O’Higgins,06,991063,2022-08-01,786
Maule,07,1131939,2022-08-01,1970
Ñuble,16,511551,2022-08-01,1108
Biobío,08,1663696,2022-08-01,2691
Araucanía,09,1014343,2022-08-01,2314
Los Ríos,14,405835,2022-08-01,887
Los Lagos,10,891440,2022-08-01,1440
Aysén,11,107297,2022-08-01,159
Magallanes,12,178362,2022-08-01,426
Arica y Parinacota,15,252110,2022-08-02,397
Tarapacá,01,382773,2022-08-02,906
Antofagasta,02,691854,2022-08-02,554
Atacama,03,314709,2022-08-02,267
Coquimbo,04,836096,2022-08-02,664
Valparaíso,05,1960170,2022-08-02,1172
Metropolitana,13,8125072,2022-08-02,6797
O’Higgins,06,991063,2022-08-02,355
Maule,07,1131939,2022-08-02,915
Ñuble,16,511551,2022-08-02,445
Biobío,08,1663696,2022-08-02,1771
Araucanía,09,1014343,2022-08-02,922
Los Ríos,14,405835,2022-08-02,466
Los Lagos,10,891440,2022-08-02,607
Aysén,11,107297,2022-08-02,67
Magallanes,12,178362,2022-08-02,176
Arica y Parinacota,15,252110,2022-08-03,895
Tarapacá,01,382773,2022-08-03,1276
Antofagasta,02,691854,2022-08-03,1349
Atacama,03,314709,2022-08-03,696
Coquimbo,04,836096,2022-08-03,1011
Valparaíso,05,1960170,2022-08-03,2656
Metropolitana,13,8125072,2022-08-03,12224
O’Higgins,06,991063,2022-08-03,524
Maule,07,1131939,2022-08-03,1444
Ñuble,16,511551,2022-08-03,746
Biobío,08,1663696,2022-08-03,3640
Araucanía,09,1014343,2022-08-03,1426
Los Ríos,14,405835,2022-08-03,558
Los Lagos,10,891440,2022-08-03,1066
Aysén,11,107297,2022-08-03,257
Magallanes,12,178362,2022-08-03,520
Arica y Parinacota,15,252110,2022-08-04,631
Tarapacá,01,382773,2022-08-04,1585
Antofagasta,02,691854,2022-08-04,2337
Atacama,03,314709,2022-08-04,1140
Coquimbo,04,836096,2022-08-04,2133
Valparaíso,05,1960170,2022-08-04,4141
Metropolitana,13,8125072,2022-08-04,16047
O’Higgins,06,991063,2022-08-04,1139
Maule,07,1131939,2022-08-04,3746
Ñuble,16,511551,2022-08-04,1630
Biobío,08,1663696,2022-08-04,4861
Araucanía,09,1014343,2022-08-04,2774
Los Ríos,14,405835,2022-08-04,1413
Los Lagos,10,891440,2022-08-04,1591
Aysén,11,107297,2022-08-04,197
Magallanes,12,178362,2022-08-04,475
Arica y Parinacota,15,252110,2022-08-05,802
Tarapacá,01,382773,2022-08-05,1372
Antofagasta,02,691854,2022-08-05,1891
Atacama,03,314709,2022-08-05,1565
Coquimbo,04,836096,2022-08-05,2041
Valparaíso,05,1960170,2022-08-05,3411
Metropolitana,13,8125072,2022-08-05,14055
O’Higgins,06,991063,2022-08-05,961
Maule,07,1131939,2022-08-05,4245
Ñuble,16,511551,2022-08-05,1630
Biobío,08,1663696,2022-08-05,5034
Araucanía,09,1014343,2022-08-05,2979
Los Ríos,14,405835,2022-08-05,1254
Los Lagos,10,891440,2022-08-05,2241
Aysén,11,107297,2022-08-05,383
Magallanes,12,178362,2022-08-05,415
Arica y Parinacota,15,252110,2022-08-06,780
Tarapacá,01,382773,2022-08-06,1280
Antofagasta,02,691854,2022-08-06,1801
Atacama,03,314709,2022-08-06,847
Coquimbo,04,836096,2022-08-06,2072
Valparaíso,05,1960170,2022-08-06,3879
Metropolitana,13,8125072,2022-08-06,15119
O’Higgins,06,991063,2022-08-06,1294
Maule,07,1131939,2022-08-06,3088
Ñuble,16,511551,2022-08-06,1447
Biobío,08,1663696,2022-08-06,4729
Araucanía,09,1014343,2022-08-06,2858
Los Ríos,14,405835,2022-08-06,1234
Los Lagos,10,891440,2022-08-06,2132
Aysén,11,107297,2022-08-06,199
Magallanes,12,178362,2022-08-06,423
Arica y Parinacota,15,252110,2022-08-07,723
Tarapacá,01,382773,2022-08-07,1311
Antofagasta,02,691854,2022-08-07,1850
Atacama,03,314709,2022-08-07,1105
Coquimbo,04,836096,2022-08-07,2108
Valparaíso,05,1960170,2022-08-07,3938
Metropolitana,13,8125072,2022-08-07,14279
O’Higgins,06,991063,2022-08-07,936
Maule,07,1131939,2022-08-07,3610
Ñuble,16,511551,2022-08-07,1483
Biobío,08,1663696,2022-08-07,4252
Araucanía,09,1014343,2022-08-07,3198
Los Ríos,14,405835,2022-08-07,1357
Los Lagos,10,891440,2022-08-07,2625
Aysén,11,107297,2022-08-07,447
Magallanes,12,178362,2022-08-07,503
Arica y Parinacota,15,252110,2022-08-08,548
Tarapacá,01,382773,2022-08-08,1685
Antofagasta,02,691854,2022-08-08,1379
Atacama,03,314709,2022-08-08,554
Coquimbo,04,836096,2022-08-08,1916
Valparaíso,05,1960170,2022-08-08,2265
Metropolitana,13,8125072,2022-08-08,11902
O’Higgins,06,991063,2022-08-08,917
Maule,07,1131939,2022-08-08,2626
Ñuble,16,511551,2022-08-08,1236
Biobío,08,1663696,2022-08-08,3097
Araucanía,09,1014343,2022-08-08,2784
Los Ríos,14,405835,2022-08-08,1021
Los Lagos,10,891440,2022-08-08,1605
Aysén,11,107297,2022-08-08,274
Magallanes,12,178362,2022-08-08,244
Arica y Parinacota,15,252110,2022-08-09,453
Tarapacá,01,382773,2022-08-09,1045
Antofagasta,02,691854,2022-08-09,618
Atacama,03,314709,2022-08-09,651
Coquimbo,04,836096,2022-08-09,790
Valparaíso,05,1960170,2022-08-09,917
Metropolitana,13,8125072,2022-08-09,6269
O’Higgins,06,991063,2022-08-09,368
Maule,07,1131939,2022-08-09,1035
Ñuble,16,511551,2022-08-09,730
Biobío,08,1663696,2022-08-09,1751
Araucanía,09,1014343,2022-08-09,1928
Los Ríos,14,405835,2022-08-09,624
Los Lagos,10,891440,2022-08-09,727
Aysén,11,107297,2022-08-09,75
Magallanes,12,178362,2022-08-09,178
Arica y Parinacota,15,252110,2022-08-10,759
Tarapacá,01,382773,2022-08-10,1286
Antofagasta,02,691854,2022-08-10,1783
Atacama,03,314709,2022-08-10,629
Coquimbo,04,836096,2022-08-10,991
Valparaíso,05,1960170,2022-08-10,3045
Metropolitana,13,8125072,2022-08-10,12765
O’Higgins,06,991063,2022-08-10,511
Maule,07,1131939,2022-08-10,1601
Ñuble,16,511551,2022-08-10,1203
Biobío,08,1663696,2022-08-10,3922
Araucanía,09,1014343,2022-08-10,1929
Los Ríos,14,405835,2022-08-10,667
Los Lagos,10,891440,2022-08-10,1492
Aysén,11,107297,2022-08-10,146
Magallanes,12,178362,2022-08-10,512
Arica y Parinacota,15,252110,2022-08-11,1080
Tarapacá,01,382773,2022-08-11,1476
Antofagasta,02,691854,2022-08-11,2148
Atacama,03,314709,2022-08-11,1171
Coquimbo,04,836096,2022-08-11,2374
Valparaíso,05,1960170,2022-08-11,4448
Metropolitana,13,8125072,2022-08-11,18519
O’Higgins,06,991063,2022-08-11,1201
Maule,07,1131939,2022-08-11,4467
Ñuble,16,511551,2022-08-11,1632
Biobío,08,1663696,2022-08-11,6081
Araucanía,09,1014343,2022-08-11,3512
Los Ríos,14,405835,2022-08-11,1760
Los Lagos,10,891440,2022-08-11,2955
Aysén,11,107297,2022-08-11,388
Magallanes,12,178362,2022-08-11,654
Arica y Parinacota,15,252110,2022-08-12,892
Tarapacá,01,382773,2022-08-12,1641
Antofagasta,02,691854,2022-08-12,2291
Atacama,03,314709,2022-08-12,1317
Coquimbo,04,836096,2022-08-12,2548
Valparaíso,05,1960170,2022-08-12,4208
Metropolitana,13,8125072,2022-08-12,17273
O’Higgins,06,991063,2022-08-12,1412
Maule,07,1131939,2022-08-12,5019
Ñuble,16,511551,2022-08-12,1882
Biobío,08,1663696,2022-08-12,5688
Araucanía,09,1014343,2022-08-12,3643
Los Ríos,14,405835,2022-08-12,1887
Los Lagos,10,891440,2022-08-12,3637
Aysén,11,107297,2022-08-12,495
Magallanes,12,178362,2022-08-12,605
Arica y Parinacota,15,252110,2022-08-13,779
Tarapacá,01,382773,2022-08-13,1397
Antofagasta,02,691854,2022-08-13,1869
Atacama,03,314709,2022-08-13,910
Coquimbo,04,836096,2022-08-13,2543
Valparaíso,05,1960170,2022-08-13,3974
Metropolitana,13,8125072,2022-08-13,16635
O’Higgins,06,991063,2022-08-13,1473
Maule,07,1131939,2022-08-13,4083
Ñuble,16,511551,2022-08-13,1918
Biobío,08,1663696,2022-08-13,5796
Araucanía,09,1014343,2022-08-13,3918
Los Ríos,14,405835,2022-08-13,1658
Los Lagos,10,891440,2022-08-13,2865
Aysén,11,107297,2022-08-13,292
Magallanes,12,178362,2022-08-13,592
Arica y Parinacota,15,252110,2022-08-14,715
Tarapacá,01,382773,2022-08-14,1386
Antofagasta,02,691854,2022-08-14,1874
Atacama,03,314709,2022-08-14,837
Coquimbo,04,836096,2022-08-14,2407
Valparaíso,05,1960170,2022-08-14,4516
Metropolitana,13,8125072,2022-08-14,14613
O’Higgins,06,991063,2022-08-14,1266
Maule,07,1131939,2022-08-14,3993
Ñuble,16,511551,2022-08-14,1818
Biobío,08,1663696,2022-08-14,5249
Araucanía,09,1014343,2022-08-14,4413
Los Ríos,14,405835,2022-08-14,1810
Los Lagos,10,891440,2022-08-14,3181
Aysén,11,107297,2022-08-14,316
Magallanes,12,178362,2022-08-14,618
Arica y Parinacota,15,252110,2022-08-15,363
Tarapacá,01,382773,2022-08-15,1076
Antofagasta,02,691854,2022-08-15,1445
Atacama,03,314709,2022-08-15,922
Coquimbo,04,836096,2022-08-15,1919
Valparaíso,05,1960170,2022-08-15,2420
Metropolitana,13,8125072,2022-08-15,10753
O’Higgins,06,991063,2022-08-15,1096
Maule,07,1131939,2022-08-15,3413
Ñuble,16,511551,2022-08-15,1378
Biobío,08,1663696,2022-08-15,3439
Araucanía,09,1014343,2022-08-15,3506
Los Ríos,14,405835,2022-08-15,1199
Los Lagos,10,891440,2022-08-15,2584
Aysén,11,107297,2022-08-15,275
Magallanes,12,178362,2022-08-15,464
Arica y Parinacota,15,252110,2022-08-16,407
Tarapacá,01,382773,2022-08-16,1027
Antofagasta,02,691854,2022-08-16,683
Atacama,03,314709,2022-08-16,356
Coquimbo,04,836096,2022-08-16,806
Valparaíso,05,1960170,2022-08-16,1320
Metropolitana,13,8125072,2022-08-16,6153
O’Higgins,06,991063,2022-08-16,508
Maule,07,1131939,2022-08-16,1288
Ñuble,16,511551,2022-08-16,822
Biobío,08,1663696,2022-08-16,1954
Araucanía,09,1014343,2022-08-16,2783
Los Ríos,14,405835,2022-08-16,503
Los Lagos,10,891440,2022-08-16,796
Aysén,11,107297,2022-08-16,84
Magallanes,12,178362,2022-08-16,310
Arica y Parinacota,15,252110,2022-08-17,513
Tarapacá,01,382773,2022-08-17,907
Antofagasta,02,691854,2022-08-17,622
Atacama,03,314709,2022-08-17,326
Coquimbo,04,836096,2022-08-17,932
Valparaíso,05,1960170,2022-08-17,1347
Metropolitana,13,8125072,2022-08-17,7224
O’Higgins,06,991063,2022-08-17,438
Maule,07,1131939,2022-08-17,1333
Ñuble,16,511551,2022-08-17,1061
Biobío,08,1663696,2022-08-17,2155
Araucanía,09,1014343,2022-08-17,1946
Los Ríos,14,405835,2022-08-17,338
Los Lagos,10,891440,2022-08-17,777
Aysén,11,107297,2022-08-17,114
Magallanes,12,178362,2022-08-17,243
Arica y Parinacota,15,252110,2022-08-18,743
Tarapacá,01,382773,2022-08-18,981
Antofagasta,02,691854,2022-08-18,1867
Atacama,03,314709,2022-08-18,709
Coquimbo,04,836096,2022-08-18,1343
Valparaíso,05,1960170,2022-08-18,2706
Metropolitana,13,8125072,2022-08-18,13101
O’Higgins,06,991063,2022-08-18,588
Maule,07,1131939,2022-08-18,1854
Ñuble,16,511551,2022-08-18,1199
Biobío,08,1663696,2022-08-18,4391
Araucanía,09,1014343,2022-08-18,1920
Los Ríos,14,405835,2022-08-18,983
Los Lagos,10,891440,2022-08-18,1559
Aysén,11,107297,2022-08-18,150
Magallanes,12,178362,2022-08-18,631
Arica y Parinacota,15,252110,2022-08-19,653
Tarapacá,01,382773,2022-08-19,1455
Antofagasta,02,691854,2022-08-19,1931
Atacama,03,314709,2022-08-19,1024
Coquimbo,04,836096,2022-08-19,2193
Valparaíso,05,1960170,2022-08-19,4358
Metropolitana,13,8125072,2022-08-19,17909
O’Higgins,06,991063,2022-08-19,1502
Maule,07,1131939,2022-08-19,4613
Ñuble,16,511551,2022-08-19,812
Biobío,08,1663696,2022-08-19,5952
Araucanía,09,1014343,2022-08-19,3286
Los Ríos,14,405835,2022-08-19,1776
Los Lagos,10,891440,2022-08-19,3320
Aysén,11,107297,2022-08-19,377
Magallanes,12,178362,2022-08-19,750
Arica y Parinacota,15,252110,2022-08-20,642
Tarapacá,01,382773,2022-08-20,1231
Antofagasta,02,691854,2022-08-20,1862
Atacama,03,314709,2022-08-20,1179
Coquimbo,04,836096,2022-08-20,2267
Valparaíso,05,1960170,2022-08-20,3740
Metropolitana,13,8125072,2022-08-20,16295
O’Higgins,06,991063,2022-08-20,1410
Maule,07,1131939,2022-08-20,4595
Ñuble,16,511551,2022-08-20,1865
Biobío,08,1663696,2022-08-20,5381
Araucanía,09,1014343,2022-08-20,3945
Los Ríos,14,405835,2022-08-20,1388
Los Lagos,10,891440,2022-08-20,3260
Aysén,11,107297,2022-08-20,344
Magallanes,12,178362,2022-08-20,682
Arica y Parinacota,15,252110,2022-08-21,649
Tarapacá,01,382773,2022-08-21,1505
Antofagasta,02,691854,2022-08-21,2132
Atacama,03,314709,2022-08-21,1034
Coquimbo,04,836096,2022-08-21,2182
Valparaíso,05,1960170,2022-08-21,4200
Metropolitana,13,8125072,2022-08-21,14913
O’Higgins,06,991063,2022-08-21,1231
Maule,07,1131939,2022-08-21,4939
Ñuble,16,511551,2022-08-21,1673
Biobío,08,1663696,2022-08-21,4834
Araucanía,09,1014343,2022-08-21,4057
Los Ríos,14,405835,2022-08-21,1396
Los Lagos,10,891440,2022-08-21,2839
Aysén,11,107297,2022-08-21,584
Magallanes,12,178362,2022-08-21,857
Arica y Parinacota,15,252110,2022-08-22,391
Tarapacá,01,382773,2022-08-22,1208
Antofagasta,02,691854,2022-08-22,1417
Atacama,03,314709,2022-08-22,589
Coquimbo,04,836096,2022-08-22,1734
Valparaíso,05,1960170,2022-08-22,2933
Metropolitana,13,8125072,2022-08-22,13139
O’Higgins,06,991063,2022-08-22,1022
Maule,07,1131939,2022-08-22,3039
Ñuble,16,511551,2022-08-22,1664
Biobío,08,1663696,2022-08-22,4126
Araucanía,09,1014343,2022-08-22,3752
Los Ríos,14,405835,2022-08-22,1066
Los Lagos,10,891440,2022-08-22,1766
Aysén,11,107297,2022-08-22,261
Magallanes,12,178362,2022-08-22,323
Arica y Parinacota,15,252110,2022-08-23,309
Tarapacá,01,382773,2022-08-23,655
Antofagasta,02,691854,2022-08-23,448
Atacama,03,314709,2022-08-23,285
Coquimbo,04,836096,2022-08-23,1017
Valparaíso,05,1960170,2022-08-23,1302
Metropolitana,13,8125072,2022-08-23,6898
O’Higgins,06,991063,2022-08-23,439
Maule,07,1131939,2022-08-23,1079
Ñuble,16,511551,2022-08-23,636
Biobío,08,1663696,2022-08-23,2230
Araucanía,09,1014343,2022-08-23,2179
Los Ríos,14,405835,2022-08-23,648
Los Lagos,10,891440,2022-08-23,753
Aysén,11,107297,2022-08-23,102
Magallanes,12,178362,2022-08-23,276
Arica y Parinacota,15,252110,2022-08-24,759
Tarapacá,01,382773,2022-08-24,901
Antofagasta,02,691854,2022-08-24,1382
Atacama,03,314709,2022-08-24,784
Coquimbo,04,836096,2022-08-24,1223
Valparaíso,05,1960170,2022-08-24,3418
Metropolitana,13,8125072,2022-08-24,13183
O’Higgins,06,991063,2022-08-24,574
Maule,07,1131939,2022-08-24,2255
Ñuble,16,511551,2022-08-24,1011
Biobío,08,1663696,2022-08-24,3765
Araucanía,09,1014343,2022-08-24,1928
Los Ríos,14,405835,2022-08-24,535
Los Lagos,10,891440,2022-08-24,1693
Aysén,11,107297,2022-08-24,173
Magallanes,12,178362,2022-08-24,560
Arica y Parinacota,15,252110,2022-08-25,529
Tarapacá,01,382773,2022-08-25,1209
Antofagasta,02,691854,2022-08-25,1747
Atacama,03,314709,2022-08-25,1273
Coquimbo,04,836096,2022-08-25,2117
Valparaíso,05,1960170,2022-08-25,3720
Metropolitana,13,8125072,2022-08-25,17750
O’Higgins,06,991063,2022-08-25,1539
Maule,07,1131939,2022-08-25,4456
Ñuble,16,511551,2022-08-25,1592
Biobío,08,1663696,2022-08-25,5423
Araucanía,09,1014343,2022-08-25,3048
Los Ríos,14,405835,2022-08-25,1737
Los Lagos,10,891440,2022-08-25,2647
Aysén,11,107297,2022-08-25,362
Magallanes,12,178362,2022-08-25,613
Arica y Parinacota,15,252110,2022-08-26,663
Tarapacá,01,382773,2022-08-26,1113
Antofagasta,02,691854,2022-08-26,1540
Atacama,03,314709,2022-08-26,1118
Coquimbo,04,836096,2022-08-26,2338
Valparaíso,05,1960170,2022-08-26,3894
Metropolitana,13,8125072,2022-08-26,16822
O’Higgins,06,991063,2022-08-26,1133
Maule,07,1131939,2022-08-26,3772
Ñuble,16,511551,2022-08-26,1838
Biobío,08,1663696,2022-08-26,6050
Araucanía,09,1014343,2022-08-26,3516
Los Ríos,14,405835,2022-08-26,1429
Los Lagos,10,891440,2022-08-26,2580
Aysén,11,107297,2022-08-26,305
Magallanes,12,178362,2022-08-26,643
Arica y Parinacota,15,252110,2022-08-27,424
Tarapacá,01,382773,2022-08-27,1043
Antofagasta,02,691854,2022-08-27,1591
Atacama,03,314709,2022-08-27,915
Coquimbo,04,836096,2022-08-27,2193
Valparaíso,05,1960170,2022-08-27,3223
Metropolitana,13,8125072,2022-08-27,13465
O’Higgins,06,991063,2022-08-27,1221
Maule,07,1131939,2022-08-27,4362
Ñuble,16,511551,2022-08-27,1670
Biobío,08,1663696,2022-08-27,4818
Araucanía,09,1014343,2022-08-27,3449
Los Ríos,14,405835,2022-08-27,1030
Los Lagos,10,891440,2022-08-27,2550
Aysén,11,107297,2022-08-27,344
Magallanes,12,178362,2022-08-27,534
Arica y Parinacota,15,252110,2022-08-28,372
Tarapacá,01,382773,2022-08-28,1071
Antofagasta,02,691854,2022-08-28,1584
Atacama,03,314709,2022-08-28,1000
Coquimbo,04,836096,2022-08-28,2023
Valparaíso,05,1960170,2022-08-28,3366
Metropolitana,13,8125072,2022-08-28,13791
O’Higgins,06,991063,2022-08-28,1298
Maule,07,1131939,2022-08-28,3329
Ñuble,16,511551,2022-08-28,1619
Biobío,08,1663696,2022-08-28,4387
Araucanía,09,1014343,2022-08-28,2871
Los Ríos,14,405835,2022-08-28,949
Los Lagos,10,891440,2022-08-28,2017
Aysén,11,107297,2022-08-28,349
Magallanes,12,178362,2022-08-28,554
Arica y Parinacota,15,252110,2022-08-29,314
Tarapacá,01,382773,2022-08-29,993
Antofagasta,02,691854,2022-08-29,1322
Atacama,03,314709,2022-08-29,459
Coquimbo,04,836096,2022-08-29,1605
Valparaíso,05,1960170,2022-08-29,2303
Metropolitana,13,8125072,2022-08-29,11529
O’Higgins,06,991063,2022-08-29,1237
Maule,07,1131939,2022-08-29,2007
Ñuble,16,511551,2022-08-29,1172
Biobío,08,1663696,2022-08-29,2925
Araucanía,09,1014343,2022-08-29,2607
Los Ríos,14,405835,2022-08-29,791
Los Lagos,10,891440,2022-08-29,1367
Aysén,11,107297,2022-08-29,171
Magallanes,12,178362,2022-08-29,193
Arica y Parinacota,15,252110,2022-08-30,241
Tarapacá,01,382773,2022-08-30,393
Antofagasta,02,691854,2022-08-30,254
Atacama,03,314709,2022-08-30,248
Coquimbo,04,836096,2022-08-30,659
Valparaíso,05,1960170,2022-08-30,1191
Metropolitana,13,8125072,2022-08-30,6344
O’Higgins,06,991063,2022-08-30,470
Maule,07,1131939,2022-08-30,928
Ñuble,16,511551,2022-08-30,598
Biobío,08,1663696,2022-08-30,1906
Araucanía,09,1014343,2022-08-30,1503
Los Ríos,14,405835,2022-08-30,433
Los Lagos,10,891440,2022-08-30,634
Aysén,11,107297,2022-08-30,125
Magallanes,12,178362,2022-08-30,304
Arica y Parinacota,15,252110,2022-08-31,633
Tarapacá,01,382773,2022-08-31,1265
Antofagasta,02,691854,2022-08-31,1265
Atacama,03,314709,2022-08-31,725
Coquimbo,04,836096,2022-08-31,1176
Valparaíso,05,1960170,2022-08-31,2648
Metropolitana,13,8125072,2022-08-31,8939
O’Higgins,06,991063,2022-08-31,694
Maule,07,1131939,2022-08-31,1783
Ñuble,16,511551,2022-08-31,950
Biobío,08,1663696,2022-08-31,3216
Araucanía,09,1014343,2022-08-31,1413
Los Ríos,14,405835,2022-08-31,520
Los Lagos,10,891440,2022-08-31,1371
Aysén,11,107297,2022-08-31,22
Magallanes,12,178362,2022-08-31,474
Arica y Parinacota,15,252110,2022-09-01,370
Tarapacá,01,382773,2022-09-01,1150
Antofagasta,02,691854,2022-09-01,1403
Atacama,03,314709,2022-09-01,702
Coquimbo,04,836096,2022-09-01,1865
Valparaíso,05,1960170,2022-09-01,3772
Metropolitana,13,8125072,2022-09-01,13056
O’Higgins,06,991063,2022-09-01,1296
Maule,07,1131939,2022-09-01,4082
Ñuble,16,511551,2022-09-01,1593
Biobío,08,1663696,2022-09-01,4747
Araucanía,09,1014343,2022-09-01,2222
Los Ríos,14,405835,2022-09-01,1177
Los Lagos,10,891440,2022-09-01,2436
Aysén,11,107297,2022-09-01,283
Magallanes,12,178362,2022-09-01,474
Arica y Parinacota,15,252110,2022-09-02,497
Tarapacá,01,382773,2022-09-02,928
Antofagasta,02,691854,2022-09-02,1264
Atacama,03,314709,2022-09-02,1097
Coquimbo,04,836096,2022-09-02,1722
Valparaíso,05,1960170,2022-09-02,2801
Metropolitana,13,8125072,2022-09-02,15621
O’Higgins,06,991063,2022-09-02,1301
Maule,07,1131939,2022-09-02,3822
Ñuble,16,511551,2022-09-02,1423
Biobío,08,1663696,2022-09-02,4738
Araucanía,09,1014343,2022-09-02,3389
Los Ríos,14,405835,2022-09-02,1106
Los Lagos,10,891440,2022-09-02,1879
Aysén,11,107297,2022-09-02,280
Magallanes,12,178362,2022-09-02,434
Arica y Parinacota,15,252110,2022-09-03,291
Tarapacá,01,382773,2022-09-03,889
Antofagasta,02,691854,2022-09-03,811
Atacama,03,314709,2022-09-03,876
Coquimbo,04,836096,2022-09-03,1659
Valparaíso,05,1960170,2022-09-03,2485
Metropolitana,13,8125072,2022-09-03,9970
O’Higgins,06,991063,2022-09-03,1047
Maule,07,1131939,2022-09-03,3149
Ñuble,16,511551,2022-09-03,947
Biobío,08,1663696,2022-09-03,3433
Araucanía,09,1014343,2022-09-03,2639
Los Ríos,14,405835,2022-09-03,894
Los Lagos,10,891440,2022-09-03,1584
Aysén,11,107297,2022-09-03,57
Magallanes,12,178362,2022-09-03,422
Arica y Parinacota,15,252110,2022-09-04,315
Tarapacá,01,382773,2022-09-04,1087
Antofagasta,02,691854,2022-09-04,1114
Atacama,03,314709,2022-09-04,640
Coquimbo,04,836096,2022-09-04,2253
Valparaíso,05,1960170,2022-09-04,2910
Metropolitana,13,8125072,2022-09-04,8264
O’Higgins,06,991063,2022-09-04,1165
Maule,07,1131939,2022-09-04,2617
Ñuble,16,511551,2022-09-04,1283
Biobío,08,1663696,2022-09-04,3256
Araucanía,09,1014343,2022-09-04,2153
Los Ríos,14,405835,2022-09-04,741
Los Lagos,10,891440,2022-09-04,1720
Aysén,11,107297,2022-09-04,101
Magallanes,12,178362,2022-09-04,543
Arica y Parinacota,15,252110,2022-09-05,362
Tarapacá,01,382773,2022-09-05,745
Antofagasta,02,691854,2022-09-05,959
Atacama,03,314709,2022-09-05,585
Coquimbo,04,836096,2022-09-05,1728
Valparaíso,05,1960170,2022-09-05,1897
Metropolitana,13,8125072,2022-09-05,8718
O’Higgins,06,991063,2022-09-05,921
Maule,07,1131939,2022-09-05,2099
Ñuble,16,511551,2022-09-05,783
Biobío,08,1663696,2022-09-05,2586
Araucanía,09,1014343,2022-09-05,1942
Los Ríos,14,405835,2022-09-05,438
Los Lagos,10,891440,2022-09-05,1002
Aysén,11,107297,2022-09-05,28
Magallanes,12,178362,2022-09-05,239
Arica y Parinacota,15,252110,2022-09-06,195
Tarapacá,01,382773,2022-09-06,272
Antofagasta,02,691854,2022-09-06,692
Atacama,03,314709,2022-09-06,154
Coquimbo,04,836096,2022-09-06,459
Valparaíso,05,1960170,2022-09-06,1064
Metropolitana,13,8125072,2022-09-06,3923
O’Higgins,06,991063,2022-09-06,400
Maule,07,1131939,2022-09-06,638
Ñuble,16,511551,2022-09-06,550
Biobío,08,1663696,2022-09-06,1733
Araucanía,09,1014343,2022-09-06,898
Los Ríos,14,405835,2022-09-06,432
Los Lagos,10,891440,2022-09-06,497
Aysén,11,107297,2022-09-06,16
Magallanes,12,178362,2022-09-06,140
Arica y Parinacota,15,252110,2022-09-07,613
Tarapacá,01,382773,2022-09-07,761
Antofagasta,02,691854,2022-09-07,1028
Atacama,03,314709,2022-09-07,753
Coquimbo,04,836096,2022-09-07,1223
Valparaíso,05,1960170,2022-09-07,2329
Metropolitana,13,8125072,2022-09-07,8850
O’Higgins,06,991063,2022-09-07,661
Maule,07,1131939,2022-09-07,2051
Ñuble,16,511551,2022-09-07,911
Biobío,08,1663696,2022-09-07,3058
Araucanía,09,1014343,2022-09-07,1381
Los Ríos,14,405835,2022-09-07,422
Los Lagos,10,891440,2022-09-07,1388
Aysén,11,107297,2022-09-07,13
Magallanes,12,178362,2022-09-07,322
Arica y Parinacota,15,252110,2022-09-08,507
Tarapacá,01,382773,2022-09-08,1111
Antofagasta,02,691854,2022-09-08,1536
Atacama,03,314709,2022-09-08,822
Coquimbo,04,836096,2022-09-08,1971
Valparaíso,05,1960170,2022-09-08,3683
Metropolitana,13,8125072,2022-09-08,12652
O’Higgins,06,991063,2022-09-08,1016
Maule,07,1131939,2022-09-08,2854
Ñuble,16,511551,2022-09-08,1247
Biobío,08,1663696,2022-09-08,3969
Araucanía,09,1014343,2022-09-08,2144
Los Ríos,14,405835,2022-09-08,1082
Los Lagos,10,891440,2022-09-08,2075
Aysén,11,107297,2022-09-08,14
Magallanes,12,178362,2022-09-08,482
Arica y Parinacota,15,252110,2022-09-09,459
Tarapacá,01,382773,2022-09-09,892
Antofagasta,02,691854,2022-09-09,1173
Atacama,03,314709,2022-09-09,714
Coquimbo,04,836096,2022-09-09,1808
Valparaíso,05,1960170,2022-09-09,3346
Metropolitana,13,8125072,2022-09-09,11514
O’Higgins,06,991063,2022-09-09,932
Maule,07,1131939,2022-09-09,3472
Ñuble,16,511551,2022-09-09,1574
Biobío,08,1663696,2022-09-09,3968
Araucanía,09,1014343,2022-09-09,2491
Los Ríos,14,405835,2022-09-09,927
Los Lagos,10,891440,2022-09-09,2085
Aysén,11,107297,2022-09-09,125
Magallanes,12,178362,2022-09-09,411
